"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"WP35","G Protein Signaling Pathways",76,-0.679108269914708,-1.90166377090331,0.00135685210312076,0.0375873532804125,0.0285672455104788,1670,"tags=39%, list=14%, signal=34%","11215/5153/2767/5587/10681/2770/55970/11214/108/9465/6237/2781/9630/9472/5577/27115/9590/5144/2775/115/196883/5533/2774/5142/5136/3708/5579/2788/2791/111"
"WP2118","Arrhythmogenic Right Ventricular Cardiomyopathy",56,-0.684700919154161,-1.84816145955162,0.0013986013986014,0.0375873532804125,0.0285672455104788,1778,"tags=39%, list=14%, signal=34%","83439/60/2010/4000/87/6443/775/6546/6444/781/3690/6262/3678/3680/785/783/3679/1756/3908/1674/8516/6442"
"WP455","GPCRs, Class A Rhodopsin-like",58,-0.639879635527298,-1.72709051952088,0.00140252454417952,0.0375873532804125,0.0285672455104788,2170,"tags=38%, list=18%, signal=31%","4886/1131/10161/1240/7852/2857/23637/3579/6915/152/8477/5734/154/5733/1909/150/623/624/9934/5737/1910/185"
"WP2328","Allograft Rejection",62,-0.611695546067999,-1.66023512657096,0.00142045454545455,0.0375873532804125,0.0285672455104788,2744,"tags=37%, list=22%, signal=29%","3123/3127/3113/712/3115/3111/3108/842/727/1604/940/6363/355/5156/6366/5243/7431/718/6387/120892/185/730/23743"
"WP2806","Human Complement System",63,-0.66087804735839,-1.79451666235061,0.00142045454545455,0.0375873532804125,0.0285672455104788,2111,"tags=44%, list=17%, signal=37%","727/5578/1604/7454/7057/11326/3384/2219/5621/966/710/716/3690/3075/22918/5627/6401/715/718/6403/5806/2162/1634/5648/5199/730/2159/1675"
"WP558","Complement and Coagulation Cascades",39,-0.745125593798936,-1.89183612251462,0.00144508670520231,0.0375873532804125,0.0285672455104788,1220,"tags=38%, list=10%, signal=35%","7450/710/716/3075/7035/5627/2157/715/718/623/1191/5648/730/2159/1675"
"WP98","Prostaglandin Synthesis and Regulation",37,-0.761060835875943,-1.9199840289065,0.00146412884333821,0.0375873532804125,0.0285672455104788,1600,"tags=46%, list=13%, signal=40%","308/3290/3248/5743/6915/5734/133522/5733/4286/1909/5740/10891/5730/309/5737/1910/5742"
"WP2849","Hematopoietic Stem Cell Differentiation",43,-0.67034141801554,-1.72321202981349,0.00146842878120411,0.0375873532804125,0.0285672455104788,2112,"tags=47%, list=17%, signal=39%","4005/4254/79366/4773/6776/7852/1435/10320/399/3690/2313/3071/863/3757/1440/2353/947/3569/7148/2354"
"WP4149","White fat cell differentiation",30,-0.734621214684463,-1.78478685903891,0.00148809523809524,0.0375873532804125,0.0285672455104788,1825,"tags=50%, list=15%, signal=43%","6776/83439/3662/23090/2308/28999/6777/2908/6095/1052/1959/5914/9314/1879/10365"
"WP4222","Phosphodiesterases in neuronal function",31,-0.72750945670304,-1.77890631169678,0.0014903129657228,0.0375873532804125,0.0285672455104788,1607,"tags=45%, list=13%, signal=39%","5153/5139/108/5140/27115/84152/5144/115/196883/8654/5142/5136/5138/111"
"WP170","Nuclear Receptors",29,-0.793339860748143,-1.90983915728591,0.00149700598802395,0.0375873532804125,0.0285672455104788,1314,"tags=41%, list=11%, signal=37%","2494/5465/2908/6095/2099/7067/5914/4919/7025/5241/4929/3164"
"WP383","Striated Muscle Contraction Pathway",23,-0.821283572235296,-1.8947882475493,0.00152439024390244,0.0375873532804125,0.0285672455104788,698,"tags=52%, list=6%, signal=49%","7139/58/7431/7168/1756/7169/59/10398/70/8736/7111/1674"
"WP3893","Development and heterogeneity of the ILC family",18,-0.803262668097291,-1.76571901231323,0.0016025641025641,0.0375873532804125,0.0285672455104788,1621,"tags=56%, list=13%, signal=48%","3574/4783/374/9760/6095/3398/85480/90865/7704/3569"
"WP545","Complement Activation",15,-0.852488029806488,-1.82190029882001,0.0016366612111293,0.0375873532804125,0.0285672455104788,973,"tags=47%, list=8%, signal=43%","716/715/718/5648/5199/730/1675"
"WP481","Insulin Signaling",150,-0.506173983161364,-1.53031770201965,0.00238095238095238,0.0375873532804125,0.0285672455104788,1784,"tags=20%, list=15%, signal=17%","8660/10938/1432/2992/3799/25759/6446/3725/5602/2549/5167/9252/5563/6812/2308/4215/1326/6844/9021/6236/9020/6196/30846/6722/1958/2353/10580/5579/6517/57381"
"WP4223","Ras Signaling",142,-0.525682204537404,-1.58030423552147,0.00240963855421687,0.0375873532804125,0.0285672455104788,3203,"tags=43%, list=26%, signal=32%","5293/2113/5601/5567/5595/5869/8503/22800/6655/805/83593/64926/5321/5159/81579/387/91860/51365/2324/808/5970/801/5900/4303/8831/22808/3791/5578/11186/1436/4790/25759/9846/8036/2114/10681/5908/5602/2549/55970/5906/54331/5336/7010/25/22821/5156/10000/4915/6237/3815/2260/10156/5320/23179/4804/10235/8605/5579/2788/2791"
"WP3929","Chemokine signaling pathway",124,-0.530461119643853,-1.57265603692475,0.00247524752475248,0.0375873532804125,0.0285672455104788,1891,"tags=27%, list=15%, signal=23%","4792/7454/3702/7852/23236/4790/25759/6363/9547/10681/3579/2770/5908/55970/9844/3717/5906/108/54331/10000/6777/6366/408/2869/5332/6376/115/196883/6387/10235/5579/2788/2791/111"
"WP3969","H19 action Rb-E2F1 signaling and CDK-Beta-catenin activity",14,0.758935770206651,1.74496594426445,0.0025,0.0375873532804125,0.0285672455104788,487,"tags=21%, list=4%, signal=21%","6659/1869/1019"
"WP4240","Regulation of sister chromatid separation at the metaphase-anaphase transition",15,0.817074347545397,1.88932710366782,0.00255754475703325,0.0375873532804125,0.0285672455104788,675,"tags=53%, list=6%, signal=50%","991/699/701/1062/4085/9700/9232/9184"
"WP706","Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways",100,-0.580112717768676,-1.67072678976589,0.0025974025974026,0.0375873532804125,0.0285672455104788,1241,"tags=27%, list=10%, signal=24%","3725/34/23171/4204/6640/291/3570/4915/133522/6262/2908/6095/6844/5577/627/7259/6330/3757/10891/1390/6869/4208/1958/7434/11076/3569/5354"
"WP531","DNA Mismatch Repair",21,0.843167010261677,2.13666951354066,0.00276243093922652,0.0375873532804125,0.0285672455104788,1385,"tags=62%, list=11%, signal=55%","5424/5985/9156/4436/5984/3978/5111/5982/6119/5983/2956/5395/5425"
"WP2361","Gastric Cancer Network 1",22,0.881905616185124,2.27245664054851,0.0028328611898017,0.0375873532804125,0.0285672455104788,360,"tags=68%, list=3%, signal=66%","6790/1063/11065/56992/7153/4605/22974/144455/86/1894/4173/57122/9585/8607/286826"
"WP4320","The effect of progerin on the involved genes in Hutchinson-Gilford Progeria Syndrome",22,0.683736816044692,1.76182375924693,0.0028328611898017,0.0375873532804125,0.0285672455104788,2889,"tags=55%, list=24%, signal=42%","11335/23028/1869/3066/5928/6839/6720/9219/57504/10951/9112/51176"
"WP410","Exercise-induced Circadian Regulation",44,-0.639139699850929,-1.65322006259769,0.00291970802919708,0.0375873532804125,0.0285672455104788,1205,"tags=23%, list=10%, signal=21%","50486/5813/5516/11030/2674/8864/1408/7122/687/5187"
"WP1541","Energy Metabolism",42,-0.64632675153625,-1.65422782808542,0.00294117647058824,0.0375873532804125,0.0285672455104788,1322,"tags=31%, list=11%, signal=28%","1432/4205/5465/5563/2308/133522/51422/5532/23411/10891/5533/4208/4209"
"WP2363","Gastric Cancer Network 2",29,0.759734189615142,2.09516213056178,0.0029940119760479,0.0375873532804125,0.0285672455104788,613,"tags=38%, list=5%, signal=36%","55215/63922/11065/7153/29089/5984/29028/84823/27101/5983/79075"
"WP408","Oxidative Stress",29,-0.705190779022085,-1.69763430500424,0.0029940119760479,0.0375873532804125,0.0285672455104788,1847,"tags=34%, list=15%, signal=29%","6648/4790/1432/4780/5602/3726/4784/2353/6649/2878"
"WP4752","Base Excision Repair",30,0.781189558713735,2.16388401131146,0.00303030303030303,0.0375873532804125,0.0285672455104788,1470,"tags=50%, list=12%, signal=44%","5424/23583/2237/5427/3978/5426/5111/7374/4595/10038/11284/6996/27301/5425/328"
"WP1971","Integrated Cancer Pathway",43,0.653015909410761,1.93464727658294,0.00311526479750779,0.0375873532804125,0.0285672455104788,854,"tags=33%, list=7%, signal=30%","641/672/5347/983/4436/993/1111/1869/5451/1017/1019/4312/11200/2956"
"WP4753","Nucleotide Excision Repair",43,0.666293811275025,1.97398484295803,0.00311526479750779,0.0375873532804125,0.0285672455104788,498,"tags=23%, list=4%, signal=22%","5424/5985/5427/5984/3978/5426/5111/5982/6119/5983"
"WP4719","Eicosanoid metabolism via Cyclo Oxygenases (COX)",21,-0.764734878027421,-1.73537363486277,0.003125,0.0375873532804125,0.0285672455104788,1433,"tags=38%, list=12%, signal=34%","3248/5743/6915/5740/5730/5737/8309/5742"
"WP2516","ATM Signaling Pathway",37,0.722976864053179,2.09133674119832,0.00313479623824451,0.0375873532804125,0.0285672455104788,886,"tags=38%, list=7%, signal=35%","835/898/995/672/891/5888/983/993/1111/637/2177/1017/11200/5883"
"WP466","DNA Replication",41,0.846456079198003,2.4843820248734,0.00319488817891374,0.0375873532804125,0.0285672455104788,1428,"tags=76%, list=12%, signal=67%","4998/5424/4171/5985/990/8318/8317/55388/23594/81620/4173/10926/5427/5984/5426/5111/5982/6119/1017/5558/5557/23649/4176/5983/4175/4174/5001/4172/51053/5425/4999"
"WP4290","Metabolic reprogramming in colon cancer",39,0.650339438615221,1.88852285606885,0.0032258064516129,0.0375873532804125,0.0285672455104788,2135,"tags=41%, list=17%, signal=34%","5831/47/6472/2194/10606/2023/5471/2618/5723/22934/29968/5226/5230/2597/2821/9123"
"WP3959","DNA IR-Double Strand Breaks (DSBs) and cellular response via ATM",52,0.654701382215583,2.03580465621142,0.0033003300330033,0.0375873532804125,0.0285672455104788,1429,"tags=37%, list=12%, signal=32%","1020/9156/641/995/672/5888/86/675/1111/1869/637/2177/5111/11200/5591/5883/317/581/10155"
"WP4754","IL-18 signaling pathway",222,-0.46719058505988,-1.45817814497292,0.00335195530726257,0.0375873532804125,0.0285672455104788,2192,"tags=29%, list=18%, signal=24%","80149/5728/8698/57521/5834/5578/4254/3831/51222/4792/948/1938/8153/81618/7128/4790/7052/379/5803/56257/6363/8837/355/51341/80031/84818/770/8870/5743/3725/64332/4205/7185/22821/7078/83931/10194/7832/1112/51299/4776/58/330/11096/9208/2920/975/6347/26353/596/9021/467/10418/5806/3757/32/6869/274/59/2353/5579/1674/3569/10365/3164"
"WP707","DNA Damage Response",62,0.63345814777894,2.02388270066785,0.00335570469798658,0.0375873532804125,0.0285672455104788,886,"tags=31%, list=7%, signal=29%","1020/898/995/672/9134/9133/891/5888/983/993/1111/1869/637/2177/1017/1019/11200/5591/5883"
"WP1530","miRNA Regulation of DNA Damage Response",64,0.63560810177656,2.03086866940382,0.00342465753424658,0.0375873532804125,0.0285672455104788,886,"tags=31%, list=7%, signal=29%","1020/898/995/672/9134/9133/891/5888/983/993/1111/1869/637/2177/1017/1019/4176/11200/5591/5883"
"WP554","ACE Inhibitor Pathway",11,-0.85530951024262,-1.68406298018567,0.00343642611683849,0.0375873532804125,0.0285672455104788,308,"tags=55%, list=3%, signal=53%","4846/623/624/4306/185/1511"
"WP45","G1 to S cell cycle control",61,0.685587337829529,2.17541045609363,0.00344827586206897,0.0375873532804125,0.0285672455104788,1428,"tags=49%, list=12%, signal=44%","4998/898/4171/8318/9134/891/23594/983/4173/993/5427/1869/5426/5111/6119/1017/5558/5557/23649/1870/1019/4176/7027/4175/4174/1871/5001/4172/148327/4999"
"WP183","Proteasome Degradation",58,0.515932034207858,1.62219978682138,0.00346020761245675,0.0375873532804125,0.0285672455104788,2480,"tags=41%, list=20%, signal=33%","5709/5690/6185/5717/6184/5691/5693/5688/5692/5708/5685/5686/5721/5714/7321/5687/5718/5683/5706/5704/5710/10197/7317/5695"
"WP3594","Circadian rhythm related genes",138,-0.514116761839872,-1.53814219008668,0.00365853658536585,0.0389774859287054,0.0296237780191567,1718,"tags=24%, list=14%, signal=21%","23373/7316/2767/355/114781/6500/3725/26224/5602/4783/5465/5563/7071/1471/6095/3398/3400/8863/23411/9099/3778/10891/1390/5730/4804/8864/1958/1408/3727/1960/3569/687/5187"
"WP4016","DNA IR-damage and cellular response via ATR",75,0.760155956927704,2.5094674496263,0.00381679389312977,0.0394586894586895,0.0299895036737142,1131,"tags=43%, list=9%, signal=39%","2305/55215/63967/4171/9156/8318/995/2175/672/5347/5888/83990/983/675/4436/1111/2237/55159/1869/2177/5111/1196/1017/79728/80010/11073/11200/5591/55775/5883/9521/9937"
"WP4022","Pyrimidine metabolism",79,0.591516775875115,1.9703576554468,0.00384615384615385,0.0394586894586895,0.0299895036737142,1906,"tags=35%, list=16%, signal=30%","5424/4830/7083/5427/6241/5437/5426/5558/1841/790/5557/7298/54963/23649/87178/5436/7371/5433/84172/10201/1890/79077/129607/5425/25885/5422/7372/5439"
"WP2431","Spinal Cord Injury",90,-0.572440468952739,-1.63809316084221,0.00392670157068063,0.0395525940028558,0.0300608732683684,1199,"tags=27%, list=10%, signal=24%","7099/5743/56963/4609/1464/7832/9423/7431/2920/6347/627/6403/5320/9353/388/6869/4804/1958/2353/358/6586/7538/3569/3164"
"WP2446","Retinoblastoma Gene in Cancer",86,0.778790413293543,2.6115666826322,0.004149377593361,0.0410491997628927,0.0311983277696316,854,"tags=50%, list=7%, signal=47%","24137/4998/898/5985/7272/7153/8318/8317/9134/9133/891/2189/81620/983/4173/10733/993/6502/890/1111/54443/5427/6241/1869/5984/1786/5426/5111/6119/1017/3925/5557/7298/1870/1019/4176/5983/7027/10592/4175/5928/5591/2956"
"WP2366","Butyrate-induced histone acetylation",2,0.99245902741194,1.44297871994716,0.00423728813559322,0.0411834671424323,0.0313003740394698,49,"tags=50%, list=0%, signal=50%","47"
"WP179","Cell Cycle",115,0.67352923441135,2.37518901318843,0.00480769230769231,0.04592175066313,0.0349015775513053,779,"tags=36%, list=6%, signal=34%","4998/898/4171/7272/990/8318/8317/991/995/5347/699/9134/9133/891/23594/983/9088/4173/10926/993/6502/890/1111/5933/1869/9700/5111/9232/1017/1870/3066/1019/4176/7027/10459/4175/9184/2932/11200/4174/5591"
"WP411","mRNA Processing",122,0.492406310910327,1.75273861717454,0.00526315789473684,0.048566669588849,0.0369117762408124,2226,"tags=34%, list=18%, signal=28%","51692/9343/6628/6632/1196/3191/5496/6636/6635/10772/6637/5725/56339/29894/6626/1478/4841/55660/51690/6627/1659/11338/9410/53981/6625/8683/10236/57819/3181/10898/6634/6426/1477/8106/1479/23450/8175/6629/8449/3276/6633/1660"
"WP404","Nucleotide Metabolism",18,0.676170913550093,1.64464823807089,0.00529100529100529,0.048566669588849,0.0369117762408124,3354,"tags=61%, list=27%, signal=44%","5424/6241/3251/10797/1719/5422/6723/4831/5423/3614/6240"
"WP69","T-Cell antigen Receptor (TCR)  Signaling Pathway",82,-0.560787242557001,-1.58911308729444,0.0053475935828877,0.048566669588849,0.0369117762408124,3220,"tags=43%, list=26%, signal=32%","7189/3601/5601/5595/915/7040/3937/916/9051/7409/2185/8915/5970/920/10019/5170/4773/4792/7454/940/3702/4790/1432/9846/355/3662/3725/4772/2534/7431/1326/9020/2353/3708/3569"
"WP1984","Integrated Breast Cancer Pathway",143,0.412990391457822,1.51652453644647,0.00574712643678161,0.0506838662458259,0.0385208939736469,854,"tags=16%, list=7%, signal=15%","6790/8438/641/79902/672/5347/5888/26284/675/4436/993/1111/7517/1869/637/1017/1019/6597/4312/55526/27005/11200/2956"
"WP474","Endochondral Ossification",54,-0.605621683222306,-1.61780788189184,0.00576368876080692,0.0506838662458259,0.0385208939736469,1766,"tags=41%, list=14%, signal=35%","55553/51719/657/5727/4921/2487/5167/9507/7078/6777/1028/9759/3479/7067/11096/2260/2690/4256/4208/2247/5745/9510"
"WP4204","Tumor suppressor activity of SMARCB1",26,0.611731763503002,1.63176282749483,0.00597014925373134,0.0515768648900268,0.0391995933042195,1153,"tags=35%, list=9%, signal=31%","86/2146/1019/6597/6598/5928/6602/6603/23512"
"WP1528","Physiological and Pathological Hypertrophy  of the Heart",24,-0.720931513879714,-1.67956478271429,0.00605143721633888,0.0515768648900268,0.0391995933042195,2941,"tags=79%, list=24%, signal=60%","6774/5606/805/5581/5530/387/1489/801/183/50804/1432/3725/817/4776/3977/5532/3572/2353/5579"
"WP24","Peptide GPCRs",21,-0.72515909137611,-1.64556633208773,0.00625,0.0524621212121212,0.0398724082934609,1762,"tags=52%, list=14%, signal=45%","728/4886/7852/10396/3579/1909/623/6869/624/1910/185"
"WP167","Eicosanoid Synthesis",18,-0.747061129454138,-1.64217769856273,0.00641025641025641,0.0529890004782401,0.0402728485489189,458,"tags=33%, list=4%, signal=32%","5743/5740/5320/5730/4056/5742"
"WP4304","Oligodendrocyte Specification and differentiation(including remyelination), leading to Myelin Components for CNS",16,-0.762435441713953,-1.64318894197365,0.00650406504065041,0.0529890004782401,0.0402728485489189,658,"tags=69%, list=5%, signal=65%","4155/650/2736/652/55553/3976/3479/2920/2247/6663/5354"
"WP1991","SRF and miRs in Smooth Muscle Differentiation and Proliferation",9,-0.852789090889178,-1.61150242230893,0.00673400673400673,0.0540672424730396,0.0410923370496216,1322,"tags=89%, list=11%, signal=79%","4205/817/894/6722/9314/4208/4209/93649"
"WP2795","Cardiac Hypertrophic Response",51,-0.582834347182136,-1.54043119185446,0.00716332378223496,0.0566925910765452,0.0430876618480298,2310,"tags=33%, list=19%, signal=27%","801/9734/5170/5578/4773/4790/1432/5587/4205/817/9759/3479/5592/9020/5320/10014/2247"
"WP3527","Preimplantation Embryo",31,-0.666639128694346,-1.63006616990613,0.00745156482861401,0.0576794935865401,0.0438377302576782,228,"tags=26%, list=2%, signal=25%","5087/83439/3662/9314/4306/1958/7538/2354"
"WP3298","Melatonin metabolism and effects",26,-0.695722684462236,-1.63906776824642,0.00749625187406297,0.0576794935865401,0.0438377302576782,542,"tags=23%, list=4%, signal=22%","2308/8863/23411/8864/1408/5187"
"WP1544","MicroRNAs in cardiomyocyte hypertrophy",76,-0.564283495089114,-1.58012724431177,0.00814111261872456,0.0611641052817523,0.0464861145975697,2402,"tags=46%, list=20%, signal=37%","6774/5293/5606/5595/8503/5330/805/7040/5530/387/9475/1489/6093/801/9734/5170/183/50804/4790/1432/3976/817/4776/9759/3479/5592/5532/9020/5320/3572/1827/10014/2247/4638/5579"
"WP4560","MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement",17,-0.775809358119203,-1.69609067572637,0.00816993464052288,0.0611641052817523,0.0464861145975697,1404,"tags=47%, list=11%, signal=42%","87/3725/7414/3690/4026/8076/4638/3708"
"WP4589","Major receptors targeted by epinephrine and norepinephrine",11,-0.832489389521898,-1.63913126827446,0.00859106529209622,0.0616171727282838,0.0468304561871813,1354,"tags=64%, list=11%, signal=57%","152/108/154/150/115/196883/111"
"WP2858","Ectoderm Differentiation",112,-0.512859193219582,-1.50187716586452,0.00881612090680101,0.0616171727282838,0.0468304561871813,2546,"tags=39%, list=21%, signal=31%","5236/1004/4926/51762/79776/54521/5292/10257/5362/652/51222/83439/657/345557/50937/1896/5452/6907/23229/6622/56963/4204/6781/6386/4772/4609/4920/2534/8835/10253/8322/5010/91653/51422/79658/10486/55843/6347/1756/8848/2627/9079/7704/114815"
"WP2276","Glial Cell Differentiation",5,-0.920932317124545,-1.54853024006163,0.00889679715302491,0.0616171727282838,0.0468304561871813,77,"tags=80%, list=1%, signal=80%","4155/4478/11076/5354"
"WP1591","Heart Development",30,-0.681766389246273,-1.65637428941363,0.00892857142857143,0.0616171727282838,0.0468304561871813,2090,"tags=53%, list=17%, signal=44%","4089/650/7423/652/7424/4773/23493/657/5308/6910/4772/4776/9464/2627/6722/4208"
"WP2525","Trans-sulfuration and one carbon metabolism",28,0.618571121288761,1.69009921647496,0.00892857142857143,0.0616171727282838,0.0468304561871813,1790,"tags=46%, list=15%, signal=40%","6472/25902/1786/1789/7298/191/1788/5723/4522/29968/10797/2730/1719"
"WP4521","Glycosylation and related congenital defects",25,0.625791964921431,1.63981008567279,0.00898203592814371,0.0616171727282838,0.0468304561871813,3238,"tags=56%, list=26%, signal=41%","7841/10195/79053/8818/29929/79644/8813/5373/1798/9526/4247/22845/54344/79087"
"WP4352","Ciliary landscape",197,0.362614716331557,1.37575196062458,0.00900900900900901,0.0616171727282838,0.0468304561871813,2047,"tags=20%, list=17%, signal=17%","128239/4171/9343/55388/4173/4436/84515/25804/10238/3066/4176/79989/10051/4175/89891/4174/25904/54512/57560/150737/4172/116225/4704/7022/5714/100616408/284086/63929/7020/2717/57414/5718/54903/11018/90410/5706/6629/5704/100616387"
"WP2338","miRNA Biogenesis",6,0.879053726567659,1.6495772782933,0.00932400932400932,0.0625753012048193,0.0475586556753329,571,"tags=50%, list=5%, signal=48%","6895/57510/5901"
"WP4482","Vitamin D in inflammatory diseases",21,-0.697303771819546,-1.58235568413896,0.009375,0.0625753012048193,0.0475586556753329,1891,"tags=48%, list=15%, signal=40%","5530/4089/5970/4792/4790/1432/4772/2908/3569/1843"
"WP3878","ATM Signaling Network in Development and Disease ",41,0.549013693025727,1.61137687339289,0.00958466453674121,0.0632131446827932,0.0480434312618607,779,"tags=20%, list=6%, signal=18%","1020/699/983/9212/1111/3150/11200/5591"
"WP186","Homologous recombination",12,0.753764556637835,1.65395478023423,0.00987654320987654,0.0643718228031954,0.04892405305202,522,"tags=33%, list=4%, signal=32%","5424/5888/675/25788"
"WP2406","Cardiac Progenitor Differentiation",30,-0.667798781954949,-1.62243951942951,0.0104166666666667,0.0671027131782946,0.050999592003264,1210,"tags=53%, list=10%, signal=48%","652/3791/7852/1432/6910/22943/4920/5156/3815/7139/3479/70/4208/2247/4684/64321"
"WP247","Small Ligand GPCRs",10,-0.821064222173243,-1.59675192643985,0.0117845117845118,0.0749966156761879,0.0569991378880395,1626,"tags=90%, list=13%, signal=78%","8698/1903/6915/9294/5734/5733/1902/1901/5737"
"WP241","One Carbon Metabolism",25,0.608137785972,1.59354950337339,0.0119760479041916,0.0749966156761879,0.0569991378880395,961,"tags=36%, list=8%, signal=33%","6472/25902/1786/1789/7298/2618/191/1788/4522"
"WP465","Tryptophan metabolism",27,-0.673088908977646,-1.59846447311274,0.0120481927710843,0.0749966156761879,0.0569991378880395,796,"tags=37%, list=6%, signal=35%","223/4967/8854/216/38/4129/11185/217/316/23498"
