"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"WP2795","WP2795","Cardiac Hypertrophic Response",55,-0.562491502261919,-1.73332021101943,0.00237529691211401,0.0136986301369863,0.00729992790194665,5125,"tags=53%, list=21%, signal=42%","RAC1/MAP3K14/CHUK/GSK3B/MAP4K1/MAP2K3/PDPK1/RAF1/MAP2K1/TNFRSF1A/MAPK3/NFATC2/MAP2K4/MAPK14/HDAC5/NFKB1/MAPK7/AKT1/MAP2K5/HDAC7/CALM1/TGFB1/MEF2A/MAPK1/FGFR2/PRKG1/FGF2/PRKD1"
"WP560","WP560","TGF-beta Receptor Signaling",55,-0.618128504062653,-1.90476589386786,0.00237529691211401,0.0136986301369863,0.00729992790194665,3558,"tags=47%, list=15%, signal=40%","RUNX3/CTNNB1/THBS1/ITGB6/NFKB1/FKBP1A/ZEB2/EP300/MAPK9/FOS/TFE3/JAK1/TGFB1/BMP4/SKI/STAT3/ZNF423/ZFYVE9/JUN/LEFTY2/SMAD7/ENG/TGFBR2/TGFBR3/SMAD6"
"WP2203","WP2203","Thymic Stromal LymphoPoietin (TSLP) Signaling Pathway",47,-0.678806935318986,-2.03356014944586,0.00238095238095238,0.0136986301369863,0.00729992790194665,3758,"tags=51%, list=15%, signal=43%","MAP2K1/MAPK3/CISH/MAPK14/FYN/NFKB1/FES/AKT1/MAPK9/STAT6/STAT5B/JAK1/STAT3/IL6/STAT5A/TSLP/PI4K2A/MAPK1/NFKBIA/HCK/GAB2/IL7R/BTK"
"WP2034","WP2034","Leptin signaling pathway",76,-0.60032634434338,-1.98738947622487,0.00239234449760766,0.0136986301369863,0.00729992790194665,5087,"tags=54%, list=21%, signal=43%","CHUK/JAK2/RELA/SP1/GSK3B/PLCG1/ACACA/CCND1/CFL2/RAF1/MAP2K1/MAPK3/CISH/MAPK14/PDE3B/FYN/SOCS3/NFKB1/IL1B/ROCK1/PTEN/ROCK2/PLCG2/AKT1/BCL2L1/RPS6KA1/GRB2/STAT5B/JAK1/IRS1/NCOA1/RHOA/STAT3/SOCS2/MAPK1/FOXO1/PIK3R1/PTPN1/ACACB/LEPR"
"WP2037","WP2037","Prolactin Signaling Pathway",76,-0.614835273428521,-2.03542150621455,0.00239234449760766,0.0136986301369863,0.00729992790194665,3758,"tags=42%, list=15%, signal=36%","RAF1/MAP2K1/MAPK3/CISH/MAPK14/FYN/SOCS3/NFKB1/PRL/AKT1/MAPK9/FOS/GRB2/FLNA/STAT5B/JAK1/VAV1/IRS1/CTSD/STAT3/STAT5A/SOCS2/PTPN6/MAPK1/NFKBIA/PIK3R1/JUN/PTPN1/GAB2/SIRPA/RPS6KA2"
"WP3945","WP3945","TYROBP Causal Network",61,-0.729451463583409,-2.29761362489514,0.00239234449760766,0.0136986301369863,0.00729992790194665,3574,"tags=57%, list=15%, signal=49%","TYROBP/ELF4/PYCARD/RUNX3/GIMAP2/IL13RA1/ABCC4/ZFP36L2/RNASE6/CAPG/SH2B3/C3/PLEK/LYL1/RPS6KA1/NRROS/C1QC/ITGB2/SLC7A7/HCLS1/HLX/GAPT/STAT5A/CXCL16/FKBP15/IL10RA/CD4/APBB1IP/ITGAM/NCKAP1L/BIN2/ITGAX/NCF2/CD37"
"WP304","WP304","Kit receptor signaling pathway",59,-0.701221359646638,-2.18048350455823,0.00244498777506112,0.0136986301369863,0.00729992790194665,3758,"tags=51%, list=15%, signal=43%","RAF1/MAP2K1/MAPK3/DOK1/MAPK14/JUNB/FYN/EP300/AKT1/RPS6KA1/MATK/INPP5D/CRKL/FOS/GRB2/STAT5B/CRK/VAV1/STAT3/STAT5A/PRKCB/PTPN6/MAPK1/PIK3R1/FOXO3/MITF/GAB2/BTK/TBX2"
"WP4341","WP4341","Non-genomic actions of 1,25 dihydroxyvitamin D3",71,-0.655504539161554,-2.13476766388158,0.00244498777506112,0.0136986301369863,0.00729992790194665,3689,"tags=46%, list=15%, signal=40%","MAPK3/ETS1/MAPK14/NFKB1/CD40/MAPK7/PLCG2/DEFB4A/MAPK9/CD40LG/JAK1/TLR2/IL6/CAMK2A/PRKCQ/RXRA/PRKCB/RSAD2/PLCD1/MAPK1/PLCE1/JUN/TLR8/PRKCZ/PRKCD/PLCB2/OAS2/TLR4/PRKCH/PRKCE/RXRG/CAV1"
"WP4298","WP4298","Viral Acute Myocarditis",84,-0.639586276038619,-2.14233412609757,0.00245700245700246,0.0136986301369863,0.00729992790194665,3558,"tags=50%, list=15%, signal=43%","MICA/EIF4G2/GSK3B/AIF1/CCND1/MAPK3/PYCARD/FYN/TLR5/AKT1/DAG1/SGCB/BCL2L1/CASP7/LAMA2/IL2/CD40LG/SGCD/JAK1/DMD/TLR3/RAC2/ITGB2/TGFB1/HLA-DMA/BNIP2/STAT3/IL6/CXCR4/CASP1/MAPK1/PIK3R1/CD4/NOS1/TLR4/ITGAL/PTCRA/SGCA/EDN1/SGCG/CAV1"
"WP23","WP23","B Cell Receptor Signaling Pathway",97,-0.612444610670313,-2.10875866219875,0.00246913580246914,0.0136986301369863,0.00729992790194665,3932,"tags=48%, list=16%, signal=41%","MAX/PDPK1/TEC/RAF1/MAP2K1/MEF2D/PTPRC/ETS1/NFATC2/PIK3AP1/MAPK14/PTPN18/FYN/NFKB1/PLCG2/GAB1/AKT1/PIP5K1C/MAPK9/BCL6/RPS6KA1/INPP5D/CRKL/GRB2/MAPK4/CRK/VAV1/RAC2/CD81/HCLS1/CAMK2A/PRKCB/NFATC3/PTPN6/RAPGEF1/MAPK1/FOXO1/NFKBIA/CD22/PIK3R1/JUN/KLF11/PRKCD/GAB2/BTK/PIP5K1B"
"WP2806","WP2806","Human Complement System",97,-0.642923121630133,-2.21370174256498,0.00246913580246914,0.0136986301369863,0.00729992790194665,3341,"tags=44%, list=14%, signal=38%","THBS1/FGG/FGA/CD40/C2/SELL/C3/FCN1/ITGB2/ICAM1/TLR2/C4A/DCN/C3AR1/PRKACA/FCGR3A/ITGA2B/ARRB2/CD93/C7/APOA1/GNAI2/CFP/F11/WAS/C5/ICAM2/SELP/SFTPA1/SERPING1/CFD/C5AR1/SFTPA2/CLEC4M/LRP2/C4BPA/FPR1/VSIG4/SELPLG/ITGAX/MASP1/PROS1"
"WP3931","WP3931","ESC Pluripotency Pathways",117,-0.483215380726575,-1.72146078193607,0.00246913580246914,0.0136986301369863,0.00729992790194665,3823,"tags=36%, list=16%, signal=30%","RAF1/MAP2K1/PDGFRA/WNT2/CTNNB1/FZD1/APC/MAPK7/PTEN/GAB1/WNT7A/AKT1/MAP2K5/LIFR/PDGFA/FOS/GRB2/FGF18/JAK1/MAPK4/ARAF/FGF7/FZD7/BMP4/FGF10/FZD5/STAT3/BMPR1A/IL6ST/MAPK1/FGFR2/JUN/FZD4/SMAD7/FGFR4/BMPR2/FGF2/WNT3A/PDGFB/SMAD6/SELENOP"
"WP2431","WP2431","Spinal Cord Injury",119,-0.467420960589209,-1.66836001096026,0.00247524752475248,0.0136986301369863,0.00729992790194665,3188,"tags=37%, list=13%, signal=32%","ROS1/IL1B/PDYN/FKBP1A/ROCK2/EGR1/FCGR2A/FCGR2C/PTPRA/CXCL2/IL2/BTG2/PLA2G5/FOS/MAG/GJA1/TGFB1/ICAM1/IL1R1/PLXNA2/RHOA/IL6/ZFP36/IL1A/MAPK1/RHOB/MBP/AQP1/C1QB/TNFSF13/C5/FOXO3/SELP/SEMA6A/NOS1/LILRB3/LOC102725035/BDNF/TLR4/AQP4/SLIT3/EFNB2/SLIT2"
"WP366","WP366","TGF-beta Signaling Pathway",132,-0.478303442833193,-1.73180872054833,0.00247524752475248,0.0136986301369863,0.00729992790194665,4442,"tags=45%, list=18%, signal=37%","SKP1/TRAF6/ZEB1/APP/RBL2/CCND1/MAP4K1/MAP2K3/TAB1/RAF1/MAP2K1/FOSB/YAP1/PRKAR2A/ETS1/LIMK2/MAP2K4/MAPK14/THBS1/JUNB/ATF3/FN1/PML/ROCK1/ZEB2/TGFB1I1/EP300/AKT1/DCP1A/KLF10/MAPK9/CDKN1A/FOS/JUND/GRB2/MAPK4/WWP1/TGFB1/SKI/RHOA/MEF2A/MAPK1/ZFYVE9/NEDD4L/SIK1/DAB2/PIAS1/PIK3R1/JUN/SPTBN1/KLF11/NEDD9/SMAD7/KLF6/CDKN2B/TGFBR2/TGFBR3/CAV1"
"WP3915","WP3915","Angiopoietin Like Protein 8 Regulatory Pathway",132,-0.52741840164463,-1.9096408379071,0.00247524752475248,0.0136986301369863,0.00729992790194665,4412,"tags=39%, list=18%, signal=32%","MAPKAP1/CAP1/MAP3K4/MLXIPL/INS/MAP4K1/MAP2K3/FASN/PDPK1/SCD/RAF1/MAP2K1/MAPK3/FLOT2/MAP2K4/MAPK14/SREBF2/RHOQ/PRKAB1/MAPK7/MAP3K11/CYP7A1/MINK1/TRIP10/SOS2/AKT1/MAP2K5/MAPK9/RPS6KA1/SHC3/MAPK4/CRK/IRS1/MAP4K2/MAP3K8/PIK3R3/PIK3C2G/RXRA/MAP3K6/RAPGEF1/THRB/MAPK1/FOXO1/THRA/PIK3R1/PTPN1/MAP3K3/FOXO3/LPL/RPS6KA2/FBP1"
"WP1544","WP1544","MicroRNAs in cardiomyocyte hypertrophy",98,-0.544054587205048,-1.87677876598414,0.00248138957816377,0.0136986301369863,0.00729992790194665,3906,"tags=39%, list=16%, signal=33%","MAP2K3/TAB1/PDPK1/RAF1/MAP2K1/MAPK3/CISH/CTNNB1/FZD1/MAP2K4/MAPK14/HDAC5/NFKB1/ROCK1/MAPK7/ROCK2/AKT1/MAP2K5/RCAN1/HDAC7/CALM1/MAPK4/TGFB1/PIK3R3/RHOA/STAT3/IL6ST/PRKCB/MAPK1/FGFR2/PIK3R1/PRKG1/MYLK/PLCB2/FGF2/WNT3A/EDN1"
"WP236","WP236","Adipogenesis",130,-0.474985938357607,-1.7171574020515,0.00248138957816377,0.0136986301369863,0.00729992790194665,3747,"tags=35%, list=15%, signal=30%","MEF2D/CNTFR/CTNNB1/FZD1/SOCS3/EGR2/PTGIS/LIFR/KLF7/STAT6/ID3/CDKN1A/PCK2/NR3C1/STAT5B/IRS1/TGFB1/WWTR1/RARA/BMP4/NCOA1/GATA3/STAT3/IL6/STAT5A/RXRA/BMP2/IL6ST/MEF2A/RETN/FOXO1/CEBPD/FRZB/CFD/PLIN2/LPL/CEBPA/KLF15/KLF6/GDF10/GATA2/GADD45B/PPARG/RXRG/EPAS1"
"WP4540","WP4540","Pathways Regulating Hippo Signaling",98,-0.521323028062473,-1.79836364272296,0.00248138957816377,0.0136986301369863,0.00729992790194665,3799,"tags=35%, list=16%, signal=29%","GNA11/PDGFRA/PRKAR2A/TCF7L1/CTNNB1/CSF1R/PRKAB1/CDH9/FLT4/TCF7L2/PRKAR1A/CDH6/CDH10/RHOA/PRKCQ/PRKACA/CDH19/PRKCB/KDR/NTRK2/FGFR2/GNAI2/PRKCZ/LATS2/PRKCD/CDH13/FGFR4/PLCB2/TEK/PRKCH/PRKCE/GNAQ/CDH5"
"WP536","WP536","Calcium Regulation in the Cardiac Cell",149,-0.516859634478407,-1.89197755115013,0.00248138957816377,0.0136986301369863,0.00729992790194665,3912,"tags=43%, list=16%, signal=36%","GNG5/RGS19/PRKAR2B/ADRB3/GNA11/PRKAR2A/YWHAH/ADCY5/ATP2B3/RGS16/CAMK1/YWHAB/FKBP1A/RGS18/CACNA1C/RYR1/GNG2/PKIA/CACNA1D/SLC8A1/RGS2/PLN/GJA4/PRKAR1A/CALM1/GJA1/ANXA6/GNAI1/ITPR1/CAMK2A/PRKCQ/PRKACA/RGS6/CASQ2/PRKCB/PKIG/ARRB2/CHRM1/ADCY4/GJC2/ADCY9/GNAI2/ATP1B2/PRKCZ/GNG7/ADRA1A/SLC8A3/PRKCD/GJA5/RGS5/PRKCH/CACNA1S/ARRB1/PRKCE/PRKD1/ADRA1B/GNAQ/CHRM2/RGS9/ADRB1/ADRB2/KCNJ5/GRK5"
"WP138","WP138","Androgen receptor signaling pathway",90,-0.525276462659242,-1.77249607836137,0.00249376558603491,0.0136986301369863,0.00729992790194665,5087,"tags=47%, list=21%, signal=37%","RAC1/RELA/TLE5/KAT7/SMAD4/SIN3A/SP1/SIRT1/GSK3B/NCOR2/RNF6/CCND1/KAT5/LIMK2/CTNNB1/ROCK1/PTEN/ROCK2/TGFB1I1/DSTN/EP300/AKT1/RNF14/CDKN1A/FLNA/NCOA1/RHOA/STAT3/KLK3/ZMIZ1/FOXO1/RHOB/PIAS1/PIK3R1/JUN/NCOA4/AR/KAT2B/ETV5/PLPP1/CAV1"
"WP51","WP51","Regulation of Actin Cytoskeleton",151,-0.543185017975121,-1.9920987618635,0.00249376558603491,0.0136986301369863,0.00729992790194665,3827,"tags=39%, list=16%, signal=33%","CFL2/RAF1/MAP2K1/PDGFRA/MAPK3/ARHGAP35/PIP4K2B/SSH1/ITGA1/TMSB4X/APC/FN1/PAK4/ROCK1/ROCK2/CYFIP2/PAK5/SOS2/PIP5K1C/PDGFA/RRAS2/SSH2/FGF18/IQGAP1/MAPK4/CRK/VAV1/RAC2/FGF7/DIAPH1/EZR/PIK3R3/FGF10/RHOA/GSN/PIK3C2G/WASF2/VCL/RDX/CHRM1/MAPK1/RRAS/FGFR2/MYL3/PIK3R1/PIK3R5/SLC9A1/WAS/MYLK/MSN/MRAS/FGFR4/ARHGEF6/MYH10/FGF2/PDGFB/CHRM2/PIP5K1B"
"WP69","WP69","T-Cell antigen Receptor (TCR)  Signaling Pathway",90,-0.602333142752611,-2.03251660657157,0.00249376558603491,0.0136986301369863,0.00729992790194665,5173,"tags=57%, list=21%, signal=45%","GRAP2/SKAP1/MAP3K14/CHUK/RELA/CD8A/TRAF6/PLCG1/ICOS/VIM/MAP4K1/CD3E/PDPK1/RAF1/MAP2K1/MAPK3/LCP2/NFATC2/MAPK14/DBNL/FYN/NFKB1/IL1B/AKT1/SH2B3/MAPK9/CRKL/FOS/GRB2/NFATC1/CD247/CRK/VAV1/TGFB1/MAP3K8/ITPR1/GATA3/IL6/PRKCQ/IL1A/PTK2B/MAPK1/NFKBIA/CD83/PIK3R1/JUN/WAS/PRKCD/CD4/GAB2"
"WP4541","WP4541","Hippo-Merlin Signaling Dysregulation",121,-0.476114960490584,-1.70282708999761,0.0025,0.0136986301369863,0.00729992790194665,3848,"tags=34%, list=16%, signal=29%","PRKAR2B/PDGFRA/PRKAR2A/CTNNB1/ITGA1/CTNNA1/ITGB6/CSF1R/PAK4/CDH9/PAK5/AJUBA/FLT4/PRKAR1A/CDH6/ITGA3/ITGB2/ITGA9/CDH10/PRKACA/ITGAE/CDH19/CCN2/SAV1/KDR/ITGA10/ITGA2B/NTRK2/CD44/FGFR2/LATS2/CDH13/FGFR4/ITGAM/TEK/PPP1R14A/ITGAL/ITGAX/ITGA8/CDH5"
"WP231","WP231","TNF alpha Signaling Pathway",92,-0.508347384485388,-1.72409999242593,0.00251256281407035,0.0136986301369863,0.00729992790194665,5196,"tags=41%, list=21%, signal=33%","TNF/RAC1/MAP3K14/CHUK/PYGL/PPP2CA/SKP1/RIPK3/RIPK1/MAP2K3/TAB1/RAF1/TNFRSF1A/TNFRSF1B/TAB2/MAPK3/NSMAF/MAP2K4/NFKB1/FBXW11/AKT1/OTUD7B/BCL2L1/CASP7/MAPK9/CFLAR/GRB2/MAP4K2/TNFAIP3/MAP3K8/IL6/GLUL/MAPK1/NFKBIA/JUN/MAP3K3/PRKCZ"
"WP185","WP185","Integrin-mediated Cell Adhesion",102,-0.583190075319158,-2.02092896305995,0.00252525252525253,0.0136986301369863,0.00729992790194665,3848,"tags=52%, list=16%, signal=44%","ITGAD/MAPK10/DOCK1/CAPN9/PXN/CAPN3/VASP/ITGB7/MAP2K3/PDPK1/RAF1/MAP2K1/ITGA1/FYN/ITGB6/CAPN2/PAK4/ROCK1/MAPK7/ROCK2/CAPNS1/AKT1/MAP2K5/SHC3/GRB2/MAPK4/ARAF/CRK/RAP1A/ITGA3/RAC2/ITGB2/ILK/ITGA9/ZYX/ITGAE/VCL/RAPGEF1/ITGA10/ITGA2B/MAPK1/TLN1/CAV3/ITGAM/CAV2/SORBS1/ITGAL/ITGAX/TNS1/ITGA8/SELENOP/CAV1"
"WP399","WP399","Wnt Signaling Pathway and Pluripotency",102,-0.50786031199826,-1.75988868319521,0.00252525252525253,0.0136986301369863,0.00729992790194665,3454,"tags=37%, list=14%, signal=32%","TCF7L1/CTNNB1/FZD1/MAP2K4/CTNND1/APC/CCND2/EP300/WNT7A/MMP7/FBXW2/MAPK9/PPP2R5C/TCF7L2/LRRK2/FRAT1/PAFAH1B1/PPP2CB/FZD7/RHOA/FZD5/PRKCQ/PRKCB/CD44/JUN/PRKCZ/PRKCD/FZD4/LDLR/NKD2/CCND3/PRKCH/WNT3A/PRKCE/PRKD1/NKD1/AXIN2"
